DUMMY,DUMMY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
6,7,0.122410158,0.122410158,1.153718755,1.153718755,1.153718755,1.153718755,1.153718755,0.267855134,0.267855134,0,0,0,0,0,0
6,8,0.5553953,0.5553953,1.124592939,1.124592939,1.124592939,1.124592939,1.124592939,0.341431156,0.341431156,0.341431156,0,0,0,0,0
6,9,0.040217226,0.040217226,0.323202915,0.323202915,0.323202915,0.323202915,0.323202915,0.046639284,0.046639284,0.046639284,0,0,0,0,0
6,10,0.630695714,1.359470938,1.359470938,1.359470938,1.359470938,1.270578069,1.270578069,0,0,0,0,0,0,0,0
6,11,1.250827009,3.826585012,3.826585012,3.826585012,3.826585012,0.493887615,0.493887615,0.493887615,0,0,0,0,0,0,0
6,12,0.058713386,0.525992648,0.525992648,0.525992648,0.525992648,0.226935257,0.226935257,0,0,0,0,0,0,0,0
6,13,1.103790939,1.103790939,0.956197414,0.956197414,0.956197414,0.956197414,0.956197414,0.334090576,0.334090576,0,0,0,0,0,0
6,14,0.908895414,0.908895414,1.043084627,1.043084627,1.043084627,1.043084627,1.043084627,0.324532024,0.324532024,0.324532024,0,0,0,0,0
6,15,0.466548915,0.466548915,0.385395411,0.385395411,0.385395411,0.385395411,0.385395411,0.085974993,0.085974993,0.085974993,0,0,0,0,0
6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0.375481807,0.375481807,0.658204025,0.658204025,0.658204025,0.658204025,0.658204025,0.229973182,0.229973182,0,0,0,0,0,0
7,2,0.296310846,0.296310846,0.739705071,0.739705071,0.739705071,0.739705071,0.739705071,0.230142385,0.230142385,0.230142385,0,0,0,0,0
7,3,0.450942307,0.450942307,0.415965437,0.415965437,0.415965437,0.415965437,0.415965437,0.092794632,0.092794632,0.092794632,0,0,0,0,0
7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0.1575,0.1575,0.1575,0.1575,0.1575,0.1575,0,0,0,0,0,0,0,0,0
8,2,0.8584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,0.2294,0.3441,0.4588,0.5735,0.6882,0,0,0,0,0,0,0,0,0,0
8,4,8.1024,8.1024,8.1024,8.1024,8.1024,0,0,0,0,0,0,0,0,0,0
8,5,0.400125,0.400125,0.400125,0.400125,0.400125,0.400125,0.400125,0.400125,0,0,0,0,0,0,0
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0.508466708,0.357061413,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1.045951147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0.950116694,0.950116694,0.950116694,0.950116694,0.950116694,0.950116694,0,0,0,0,0,0,0,0,0
9,4,0.814385737,0.814385737,0.814385737,0.814385737,0.814385737,0.814385737,0.814385737,0,0,0,0,0,0,0,0
9,5,1.609656079,1.609656079,1.609656079,1.609656079,1.609656079,1.609656079,1.609656079,0,0,0,0,0,0,0,0
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1.130758206,0.794054192,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,1.924812398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,5.272195576,5.272195576,5.272195576,5.272195576,5.272195576,5.272195576,5.272195576,0,0,0,0,0,0,0,0
10,4,0.380206412,0.380206412,0.380206412,0.380206412,0.380206412,0.380206412,0.380206412,0,0,0,0,0,0,0,0
10,5,3.355240343,3.355240343,3.355240343,3.355240343,3.355240343,3.355240343,0,0,0,0,0,0,0,0,0
10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
